Datum;Start;Ende;Titel;Beschreibung;Jeden;Tag;Arbeitszeit;Kunde
04.10.16;07:51;16:53;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
05.10.16;07:50;17:01;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
06.10.16;09:00;17:00;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
07.10.16;08:30;17:00;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
13.10.16;08:40;17:10;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
14.10.16;08:30;17:00;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
17.10.16;08:30;17:00;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
18.10.16;08:30;17:00;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
19.10.16;08:01;16:59;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
20.10.16;08:30;17:00;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
21.10.16;08:00;13:01;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
24.10.16;08:00;16:53;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
25.10.16;07:55;16:58;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
26.10.16;08:01;16:53;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
27.10.16;08:01;16:55;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
28.10.16;07:55;16:53;Arbeitszeit;;0;1;3560f864deb108ab18e22d896b0ac4cb
